PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
115423,6150,Chris Columbus,2,Chris Columbus,2,0,1.56
115422,6150,director Chris Columbus,2,director Chris Columbus,2,0,1.56
115421,6150,director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .,1,director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .,3,2,1.56
115420,6150,", director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",0,", director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",3,3,1.56
115433,6150,stifles creativity and allows the film to drag on for nearly three hours,1,stifles creativity and allows the film to drag on for nearly three hours,3,2,1.56
115432,6150,that stifles creativity and allows the film to drag on for nearly three hours,0,that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.56
115419,6150,"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",1,"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",3,2,1.56
115431,6150,Rowling that stifles creativity and allows the film to drag on for nearly three hours,0,Rowling that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.56
115429,6150,hat-in-hand,2,hat-in-hand,1,1,1.56
115430,6150,to Rowling that stifles creativity and allows the film to drag on for nearly three hours,0,to Rowling that stifles creativity and allows the film to drag on for nearly three hours,3,3,1.56
115439,6150,film to drag on for nearly three hours,0,film to drag on for nearly three hours,2,2,1.56
110090,5830,"`` Sorority Boys '' was funnier , and that movie was pretty bad .",0,"`` Sorority Boys '' was funnier , and that movie was pretty bad .",3,3,1.5454545454545454
110100,5830,pretty bad,1,pretty bad,0,1,1.5454545454545454
110099,5830,was pretty bad,2,was pretty bad,0,2,1.5454545454545454
110091,5830,"`` Sorority Boys '' was funnier , and that movie was pretty bad",1,"`` Sorority Boys '' was funnier , and that movie was pretty bad",3,2,1.5454545454545454
110098,5830,that movie was pretty bad,0,that movie was pretty bad,1,1,1.5454545454545454
110097,5830,was funnier,2,was funnier,3,1,1.5454545454545454
110096,5830,'' was funnier,2,'' was funnier,3,1,1.5454545454545454
110095,5830,Sorority Boys '' was funnier,2,Sorority Boys '' was funnier,3,1,1.5454545454545454
110093,5830,"`` Sorority Boys '' was funnier ,",1,"`` Sorority Boys '' was funnier ,",3,2,1.5454545454545454
110092,5830,"`` Sorority Boys '' was funnier , and",2,"`` Sorority Boys '' was funnier , and",3,1,1.5454545454545454
110094,5830,`` Sorority Boys '' was funnier,1,`` Sorority Boys '' was funnier,3,2,1.5454545454545454
120781,6463,the film 's considered approach to,2,the film 's considered approach to,2,0,1.52
120803,6463,a failure as straight drama,0,a failure as straight drama,0,0,1.52
120791,6463,is too calm and thoughtful for agitprop,2,is too calm and thoughtful for agitprop,4,2,1.52
120779,6463,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",0,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",4,4,1.52
120782,6463,the film 's considered approach,3,the film 's considered approach,2,1,1.52
120783,6463,considered approach,2,considered approach,2,0,1.52
120784,6463,"its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1,"its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",4,3,1.52
120785,6463,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",4,3,1.52
120786,6463,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama .",0,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama .",4,4,1.52
120787,6463,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama",0,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama",4,4,1.52
120788,6463,"is too calm and thoughtful for agitprop , and the thinness of its characterizations",1,"is too calm and thoughtful for agitprop , and the thinness of its characterizations",4,3,1.52
120789,6463,"is too calm and thoughtful for agitprop , and",2,"is too calm and thoughtful for agitprop , and",1,1,1.52
120790,6463,"is too calm and thoughtful for agitprop ,",1,"is too calm and thoughtful for agitprop ,",4,3,1.52
120780,6463,"the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",0,"the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",4,4,1.52
120802,6463,it a failure as straight drama,0,it a failure as straight drama,2,2,1.52
120792,6463,too calm and thoughtful for agitprop,2,too calm and thoughtful for agitprop,2,0,1.52
120794,6463,calm and thoughtful,3,calm and thoughtful,2,1,1.52
120795,6463,calm and,2,calm and,2,0,1.52
120796,6463,for agitprop,2,for agitprop,2,0,1.52
120797,6463,agitprop,2,agitprop,2,0,1.52
120798,6463,the thinness of its characterizations,1,the thinness of its characterizations,2,1,1.52
120799,6463,the thinness,2,the thinness,2,0,1.52
120800,6463,of its characterizations,2,of its characterizations,2,0,1.52
120801,6463,makes it a failure as straight drama,0,makes it a failure as straight drama,2,2,1.52
120793,6463,too calm and thoughtful,2,too calm and thoughtful,2,0,1.52
74007,3785,"however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",0,"however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",4,4,1.5
59967,3025,baaaaaaaaad movie,0,baaaaaaaaad movie,2,2,1.5
59966,3025,one baaaaaaaaad movie,0,one baaaaaaaaad movie,2,2,1.5
74005,3785,"Quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",1,"Quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",4,3,1.5
59968,3025,baaaaaaaaad,0,baaaaaaaaad,2,2,1.5
82194,4241,shred it,2,shred it,2,0,1.5
144418,7841,It sucked .,0,It sucked .,2,2,1.5
99003,5191,becomes unwatchable,0,becomes unwatchable,1,1,1.5
74006,3785,", however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",1,", however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",4,3,1.5
142703,7745,rocks .,3,rocks .,2,1,1.5
149909,8163,", provocative and vainglorious",1,", provocative and vainglorious",3,2,1.5
74451,3815,Definitely worth 95 minutes of your time,3,Definitely worth 95 minutes of your time,0,3,1.5
106082,5601,junk,2,junk,1,1,1.5
43564,2109,certainly hard to hate,3,certainly hard to hate,1,2,1.5
43565,2109,certainly hard,2,certainly hard,3,1,1.5
59964,3025,is one baaaaaaaaad movie .,0,is one baaaaaaaaad movie .,0,0,1.5
59963,3025,This is one baaaaaaaaad movie .,0,This is one baaaaaaaaad movie .,1,1,1.5
43566,2109,to hate,1,to hate,2,1,1.5
82179,4241,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",0,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",3,3,1.5
82180,4241,", My Sweet has so many flaws it would be easy for critics to shred it .",0,", My Sweet has so many flaws it would be easy for critics to shred it .",3,3,1.5
82181,4241,My Sweet has so many flaws it would be easy for critics to shred it .,0,My Sweet has so many flaws it would be easy for critics to shred it .,3,3,1.5
74450,3815,Definitely worth 95 minutes of your time .,4,Definitely worth 95 minutes of your time .,0,4,1.5
74452,3815,Definitely worth 95 minutes,4,Definitely worth 95 minutes,3,1,1.5
106080,5601,Two hours of junk,0,Two hours of junk,2,2,1.5
74453,3815,Definitely worth,3,Definitely worth,3,0,1.5
74454,3815,95 minutes,3,95 minutes,2,1,1.5
82182,4241,has so many flaws it would be easy for critics to shred it .,0,has so many flaws it would be easy for critics to shred it .,3,3,1.5
82183,4241,has so many flaws it would be easy for critics to shred it,0,has so many flaws it would be easy for critics to shred it,3,3,1.5
142702,7745,Morvern rocks .,4,Morvern rocks .,2,2,1.5
74455,3815,of your time,2,of your time,2,0,1.5
82184,4241,so many flaws it would be easy for critics to shred it,0,so many flaws it would be easy for critics to shred it,3,3,1.5
82185,4241,so many flaws,1,so many flaws,1,0,1.5
82186,4241,many flaws,0,many flaws,2,2,1.5
82187,4241,it would be easy for critics to shred it,0,it would be easy for critics to shred it,2,2,1.5
106081,5601,of junk,1,of junk,2,1,1.5
106079,5601,Two hours of junk .,0,Two hours of junk .,2,2,1.5
104551,5520,"Cold , nervy and memorable .",3,"Cold , nervy and memorable .",1,2,1.5
74010,3785,"manages just to be depressing , as the lead actor phones in his autobiographical performance",1,"manages just to be depressing , as the lead actor phones in his autobiographical performance",4,3,1.5
104552,5520,"Cold , nervy and memorable",4,"Cold , nervy and memorable",1,3,1.5
149910,8163,provocative and vainglorious,2,provocative and vainglorious,3,1,1.5
149911,8163,vainglorious,2,vainglorious,2,0,1.5
104553,5520,nervy and memorable,3,nervy and memorable,3,0,1.5
104554,5520,nervy and,3,nervy and,2,1,1.5
82193,4241,to shred it,2,to shred it,2,0,1.5
82192,4241,for critics,2,for critics,2,0,1.5
82191,4241,easy for critics,2,easy for critics,2,0,1.5
74008,3785,", manages just to be depressing , as the lead actor phones in his autobiographical performance .",2,", manages just to be depressing , as the lead actor phones in his autobiographical performance .",4,2,1.5
74009,3785,"manages just to be depressing , as the lead actor phones in his autobiographical performance .",1,"manages just to be depressing , as the lead actor phones in his autobiographical performance .",4,3,1.5
74011,3785,manages just,2,manages just,2,0,1.5
43563,2109,but certainly hard to hate,3,but certainly hard to hate,1,2,1.5
82190,4241,be easy for critics,2,be easy for critics,2,0,1.5
82189,4241,be easy for critics to shred it,1,be easy for critics to shred it,2,1,1.5
82188,4241,would be easy for critics to shred it,1,would be easy for critics to shred it,2,1,1.5
59965,3025,is one baaaaaaaaad movie,0,is one baaaaaaaaad movie,2,2,1.5
99001,5191,Bring it,2,Bring it,2,0,1.5
74015,3785,be depressing,1,be depressing,1,0,1.5
74014,3785,"be depressing ,",1,"be depressing ,",1,0,1.5
74013,3785,"be depressing , as the lead actor phones in his autobiographical performance",0,"be depressing , as the lead actor phones in his autobiographical performance",4,4,1.5
43561,2109,-- but certainly hard to hate .,3,-- but certainly hard to hate .,1,2,1.5
43562,2109,but certainly hard to hate .,2,but certainly hard to hate .,1,1,1.5
99002,5191,then becomes unwatchable,0,then becomes unwatchable,1,1,1.5
74012,3785,"to be depressing , as the lead actor phones in his autobiographical performance",2,"to be depressing , as the lead actor phones in his autobiographical performance",4,2,1.5
99000,5191,Bring it On,2,Bring it On,2,0,1.5
74019,3785,lead actor phones,2,lead actor phones,2,0,1.5
154937,8476,"in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",1,"in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,2,1.5
154936,8476,lags,2,lags,2,0,1.5
154957,8476,of Run Lola Run,2,of Run Lola Run,2,0,1.5
33975,1596,with the material,2,with the material,2,0,1.5
149904,8163,"turns pretentious , fascinating , ludicrous , provocative and vainglorious",2,"turns pretentious , fascinating , ludicrous , provocative and vainglorious",4,2,1.5
149903,8163,"turns pretentious , fascinating , ludicrous , provocative and vainglorious .",2,"turns pretentious , fascinating , ludicrous , provocative and vainglorious .",4,2,1.5
98986,5191,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",1,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",3,2,1.5
149902,8163,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",3,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",4,1,1.5
33974,1596,worked wonders,4,worked wonders,2,2,1.5
33973,1596,worked wonders with the material,4,worked wonders with the material,2,2,1.5
98987,5191,"is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",0,"is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",3,3,1.5
98988,5191,"is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",0,"is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",3,3,1.5
154935,8476,lags badly,0,lags badly,2,2,1.5
154934,8476,"lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,0,1.5
154933,8476,"which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,3,1.5
74021,3785,in his autobiographical performance,2,in his autobiographical performance,2,0,1.5
74020,3785,actor phones,2,actor phones,2,0,1.5
109415,5794,'d prefer a simple misfire,1,'d prefer a simple misfire,3,2,1.5
109414,5794,'d prefer a simple misfire .,2,'d prefer a simple misfire .,3,1,1.5
154938,8476,"the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,3,1.5
154939,8476,"the middle and lurches between not-very-funny comedy , unconvincing dramatics and",0,"the middle and lurches between not-very-funny comedy , unconvincing dramatics and",3,3,1.5
154940,8476,"the middle and lurches between not-very-funny comedy , unconvincing dramatics",1,"the middle and lurches between not-very-funny comedy , unconvincing dramatics",3,2,1.5
154950,8476,unconvincing dramatics,2,unconvincing dramatics,1,1,1.5
149908,8163,"ludicrous , provocative and vainglorious",2,"ludicrous , provocative and vainglorious",3,1,1.5
149907,8163,", ludicrous , provocative and vainglorious",1,", ludicrous , provocative and vainglorious",3,2,1.5
149906,8163,"fascinating , ludicrous , provocative and vainglorious",3,"fascinating , ludicrous , provocative and vainglorious",4,1,1.5
149905,8163,"pretentious , fascinating , ludicrous , provocative and vainglorious",1,"pretentious , fascinating , ludicrous , provocative and vainglorious",4,3,1.5
154947,8476,not-very-funny comedy,1,not-very-funny comedy,3,2,1.5
98999,5191,becomes Bring it On,2,becomes Bring it On,2,0,1.5
154948,8476,not-very-funny,1,not-very-funny,1,0,1.5
154949,8476,", unconvincing dramatics",1,", unconvincing dramatics",1,0,1.5
154944,8476,lurches between not-very-funny comedy,1,lurches between not-very-funny comedy,3,2,1.5
154941,8476,"middle and lurches between not-very-funny comedy , unconvincing dramatics",1,"middle and lurches between not-very-funny comedy , unconvincing dramatics",3,2,1.5
154943,8476,"lurches between not-very-funny comedy , unconvincing dramatics",1,"lurches between not-very-funny comedy , unconvincing dramatics",3,2,1.5
154942,8476,"and lurches between not-very-funny comedy , unconvincing dramatics",1,"and lurches between not-very-funny comedy , unconvincing dramatics",3,2,1.5
154951,8476,dramatics,2,dramatics,2,0,1.5
154952,8476,some last-minute action strongly reminiscent of Run Lola Run,3,some last-minute action strongly reminiscent of Run Lola Run,3,0,1.5
154953,8476,some last-minute action strongly reminiscent,2,some last-minute action strongly reminiscent,3,1,1.5
154954,8476,some last-minute action,2,some last-minute action,2,0,1.5
154955,8476,last-minute action,3,last-minute action,2,1,1.5
154956,8476,strongly reminiscent,1,strongly reminiscent,3,2,1.5
154946,8476,between not-very-funny comedy,2,between not-very-funny comedy,3,1,1.5
109413,5794,we 'd prefer a simple misfire .,2,we 'd prefer a simple misfire .,3,1,1.5
109412,5794,", we 'd prefer a simple misfire .",1,", we 'd prefer a simple misfire .",3,2,1.5
19658,864,-LRB- A -RRB- mess,0,-LRB- A -RRB- mess,2,2,1.5
16168,697,be cherished,3,be cherished,2,1,1.5
16167,697,to be cherished,3,to be cherished,2,1,1.5
16166,697,is to be cherished,4,is to be cherished,2,2,1.5
74023,3785,autobiographical performance,2,autobiographical performance,2,0,1.5
74024,3785,autobiographical,2,autobiographical,2,0,1.5
16165,697,is to be cherished .,3,is to be cherished .,2,1,1.5
16164,697,This movie is to be cherished .,4,This movie is to be cherished .,1,3,1.5
19657,864,-LRB- A -RRB- mess .,1,-LRB- A -RRB- mess .,2,1,1.5
98990,5191,"that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",1,"that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",3,2,1.5
154932,8476,"the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,3,1.5
98991,5191,"starts out like Heathers , then becomes Bring it On , then becomes unwatchable",0,"starts out like Heathers , then becomes Bring it On , then becomes unwatchable",3,3,1.5
98992,5191,"like Heathers , then becomes Bring it On , then becomes unwatchable",0,"like Heathers , then becomes Bring it On , then becomes unwatchable",3,3,1.5
98993,5191,"Heathers , then becomes Bring it On , then becomes unwatchable",0,"Heathers , then becomes Bring it On , then becomes unwatchable",3,3,1.5
98994,5191,Heathers,2,Heathers,2,0,1.5
98995,5191,", then becomes Bring it On , then becomes unwatchable",0,", then becomes Bring it On , then becomes unwatchable",3,3,1.5
98996,5191,", then becomes Bring it On ,",2,", then becomes Bring it On ,",2,0,1.5
98997,5191,"then becomes Bring it On ,",2,"then becomes Bring it On ,",2,0,1.5
98998,5191,then becomes Bring it On,2,then becomes Bring it On,2,0,1.5
16169,697,cherished,3,cherished,2,1,1.5
74022,3785,his autobiographical performance,2,his autobiographical performance,2,0,1.5
109418,5794,simple misfire,1,simple misfire,3,2,1.5
109417,5794,a simple misfire,1,a simple misfire,2,1,1.5
154931,8476,"than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",1,"than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,2,1.5
154930,8476,"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,3,1.5
154929,8476,"more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",1,"more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,2,1.5
144419,7841,sucked .,1,sucked .,0,1,1.5
33972,1596,has worked wonders with the material,3,has worked wonders with the material,2,1,1.5
154928,8476,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",3,3,1.5
154927,8476,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",1,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",3,2,1.5
74018,3785,the lead actor phones,2,the lead actor phones,2,0,1.5
74017,3785,the lead actor phones in his autobiographical performance,0,the lead actor phones in his autobiographical performance,4,4,1.5
74016,3785,as the lead actor phones in his autobiographical performance,2,as the lead actor phones in his autobiographical performance,4,2,1.5
154926,8476,"The idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",1,"The idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",3,2,1.5
98989,5191,"a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",0,"a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable",3,3,1.5
109411,5794,"Unfortunately , we 'd prefer a simple misfire .",1,"Unfortunately , we 'd prefer a simple misfire .",3,2,1.5
114150,6069,laughs .,2,laughs .,3,1,1.5
114149,6069,No laughs .,1,No laughs .,3,2,1.5
33971,1596,has worked wonders with the material .,3,has worked wonders with the material .,2,1,1.5
33970,1596,Noyce has worked wonders with the material .,4,Noyce has worked wonders with the material .,1,3,1.5
109416,5794,prefer a simple misfire,2,prefer a simple misfire,3,1,1.5
154945,8476,lurches,2,lurches,2,0,1.5
154555,8450,"This method almost never fails him , and it works superbly here .",4,"This method almost never fails him , and it works superbly here .",1,3,1.4615384615384615
154556,8450,"This method almost never fails him , and it works superbly here",2,"This method almost never fails him , and it works superbly here",1,1,1.4615384615384615
154562,8450,almost never fails him,3,almost never fails him,1,2,1.4615384615384615
154557,8450,"This method almost never fails him , and",3,"This method almost never fails him , and",1,2,1.4615384615384615
154559,8450,This method almost never fails him,3,This method almost never fails him,1,2,1.4615384615384615
154560,8450,This method,2,This method,2,0,1.4615384615384615
154561,8450,method,2,method,2,0,1.4615384615384615
154563,8450,never fails him,3,never fails him,1,2,1.4615384615384615
154558,8450,"This method almost never fails him ,",2,"This method almost never fails him ,",1,1,1.4615384615384615
154567,8450,works superbly,4,works superbly,2,2,1.4615384615384615
154566,8450,works superbly here,4,works superbly here,2,2,1.4615384615384615
154564,8450,fails him,0,fails him,1,1,1.4615384615384615
154565,8450,it works superbly here,4,it works superbly here,3,1,1.4615384615384615
72911,3723,"an honorable , interesting failure",1,"an honorable , interesting failure",3,2,1.4545454545454546
70191,3574,"'s super - violent , super-serious and super-stupid .",1,"'s super - violent , super-serious and super-stupid .",3,2,1.4545454545454546
70190,3574,"It 's super - violent , super-serious and super-stupid .",0,"It 's super - violent , super-serious and super-stupid .",3,3,1.4545454545454546
72909,3723,"in the end an honorable , interesting failure",1,"in the end an honorable , interesting failure",3,2,1.4545454545454546
72910,3723,"the end an honorable , interesting failure",1,"the end an honorable , interesting failure",3,2,1.4545454545454546
70193,3574,"super - violent , super-serious and super-stupid",0,"super - violent , super-serious and super-stupid",3,3,1.4545454545454546
72908,3723,"is in the end an honorable , interesting failure",1,"is in the end an honorable , interesting failure",3,2,1.4545454545454546
72907,3723,"is in the end an honorable , interesting failure .",1,"is in the end an honorable , interesting failure .",3,2,1.4545454545454546
72906,3723,Possession,2,Possession,2,0,1.4545454545454546
72905,3723,"Possession is in the end an honorable , interesting failure .",2,"Possession is in the end an honorable , interesting failure .",3,1,1.4545454545454546
70192,3574,"'s super - violent , super-serious and super-stupid",0,"'s super - violent , super-serious and super-stupid",3,3,1.4545454545454546
72912,3723,"honorable , interesting failure",1,"honorable , interesting failure",3,2,1.4545454545454546
72915,3723,interesting failure,1,interesting failure,0,1,1.4545454545454546
72914,3723,", interesting failure",1,", interesting failure",0,1,1.4545454545454546
72913,3723,honorable,2,honorable,3,1,1.4545454545454546
70194,3574,"super - violent , super-serious and",2,"super - violent , super-serious and",3,1,1.4545454545454546
70195,3574,"super - violent , super-serious",3,"super - violent , super-serious",3,0,1.4545454545454546
70196,3574,"super - violent ,",1,"super - violent ,",2,1,1.4545454545454546
70197,3574,super - violent,2,super - violent,2,0,1.4545454545454546
70198,3574,super -,4,super -,2,2,1.4545454545454546
70199,3574,super-serious,2,super-serious,3,1,1.4545454545454546
70200,3574,super-stupid,0,super-stupid,0,0,1.4545454545454546
76307,3919,... contains very few laughs and even less surprises .,1,... contains very few laughs and even less surprises .,3,2,1.4444444444444444
76308,3919,contains very few laughs and even less surprises .,0,contains very few laughs and even less surprises .,3,3,1.4444444444444444
76309,3919,contains very few laughs and even less surprises,0,contains very few laughs and even less surprises,3,3,1.4444444444444444
76310,3919,very few laughs and even less surprises,0,very few laughs and even less surprises,3,3,1.4444444444444444
76315,3919,even less,2,even less,2,0,1.4444444444444444
76311,3919,very few laughs and,2,very few laughs and,2,0,1.4444444444444444
76312,3919,very few laughs,2,very few laughs,3,1,1.4444444444444444
76313,3919,very few,2,very few,2,0,1.4444444444444444
76314,3919,even less surprises,1,even less surprises,2,1,1.4444444444444444
6706,268,bogus story,0,bogus story,2,2,1.4285714285714286
63279,3200,Burns is a filmmaker with a bright future ahead of him,4,Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286
63280,3200,is a filmmaker with a bright future ahead of him,4,is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286
63273,3200,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,4,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,2,2,1.4285714285714286
6704,268,An uplifting,3,An uplifting,3,0,1.4285714285714286
63274,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him .,3,'s no denying that Burns is a filmmaker with a bright future ahead of him .,2,1,1.4285714285714286
63282,3200,with a bright future ahead of him,3,with a bright future ahead of him,2,1,1.4285714285714286
63283,3200,a bright future ahead of him,3,a bright future ahead of him,2,1,1.4285714285714286
63286,3200,bright,3,bright,2,1,1.4285714285714286
63284,3200,a bright future,4,a bright future,2,2,1.4285714285714286
63285,3200,bright future,3,bright future,2,1,1.4285714285714286
6705,268,largely bogus story,0,largely bogus story,2,2,1.4285714285714286
6703,268,"An uplifting ,",3,"An uplifting ,",3,0,1.4285714285714286
63275,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him,4,'s no denying that Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286
87567,4545,are really going to love The Piano Teacher .,3,are really going to love The Piano Teacher .,1,2,1.4285714285714286
63276,3200,no denying that Burns is a filmmaker with a bright future ahead of him,4,no denying that Burns is a filmmaker with a bright future ahead of him,2,2,1.4285714285714286
63277,3200,denying that Burns is a filmmaker with a bright future ahead of him,3,denying that Burns is a filmmaker with a bright future ahead of him,2,1,1.4285714285714286
63278,3200,that Burns is a filmmaker with a bright future ahead of him,3,that Burns is a filmmaker with a bright future ahead of him,2,1,1.4285714285714286
24451,1112,put you to sleep,1,put you to sleep,2,1,1.4285714285714286
24450,1112,'ll only,2,'ll only,2,0,1.4285714285714286
87566,4545,These people are really going to love The Piano Teacher .,4,These people are really going to love The Piano Teacher .,1,3,1.4285714285714286
6701,268,"An uplifting , largely bogus story .",2,"An uplifting , largely bogus story .",0,2,1.4285714285714286
24449,1112,'ll only put you to sleep,0,'ll only put you to sleep,2,2,1.4285714285714286
6702,268,"An uplifting , largely bogus story",3,"An uplifting , largely bogus story",0,3,1.4285714285714286
87568,4545,are really going to love The Piano Teacher,3,are really going to love The Piano Teacher,1,2,1.4285714285714286
24445,1112,"Instead , it 'll only put you to sleep .",0,"Instead , it 'll only put you to sleep .",2,2,1.4285714285714286
24446,1112,", it 'll only put you to sleep .",0,", it 'll only put you to sleep .",1,1,1.4285714285714286
24447,1112,it 'll only put you to sleep .,0,it 'll only put you to sleep .,2,2,1.4285714285714286
24448,1112,'ll only put you to sleep .,0,'ll only put you to sleep .,2,2,1.4285714285714286
87569,4545,are really,2,are really,2,0,1.4285714285714286
63281,3200,a filmmaker with a bright future ahead of him,3,a filmmaker with a bright future ahead of him,2,1,1.4285714285714286
136777,7398,"You see the movie and you think , zzzzzzzzz .",0,"You see the movie and you think , zzzzzzzzz .",2,2,1.4285714285714286
136781,7398,"you think , zzzzzzzzz",0,"you think , zzzzzzzzz",2,2,1.4285714285714286
136779,7398,You see the movie and,2,You see the movie and,2,0,1.4285714285714286
136778,7398,"You see the movie and you think , zzzzzzzzz",0,"You see the movie and you think , zzzzzzzzz",2,2,1.4285714285714286
136782,7398,"think , zzzzzzzzz",0,"think , zzzzzzzzz",2,2,1.4285714285714286
